Name	Set	Imagefile	Copies	Type	Sphere/Encounter Set(icon)	Unique	Traits	Engage	Cost	Willpower/Threat	Attack	Defense	Hit Points	Quest Points	Abilities	Number	Card Text	Shadow Text	Script	Sound
CUSTOM.-.Barrow-Spider	CUSTOM.TcatBD	TcatBD04,encounter	1	CUSTOM.-.Enemy	CUSTOM.-.(Castle).-.The Culling at the Barrow-downs		Creature. Spider.	24		1	2	3	4				Forced: After this enemy engages with a player, remove one progress token from every location in play.	Shadow : Remove one progress token from every location in play. Attacking enemy gets +1 Attack for every two progress tokens removed in this way (rounded up)		
CUSTOM.-.Barrow-Wight	CUSTOM.TcatBD	TcatBD05,encounter	3	CUSTOM.-.Enemy	CUSTOM.-.(Castle).-.The Culling at the Barrow-downs		Undead. Wight.	34		3	3	2	4				When Revealed: If the active location is a Barrow. Barrow-Wight gets +1 Will and +1 Attack until the end of the turn. Forced: If the active location is not a Barrow and there is a Barrow location in the staging area, the players must immediately travel to a random barrow location. If there is already an active location, return it to the staging area.			
CUSTOM.-.Carin Stones	CUSTOM.TcatBD	TcatBD06,encounter	2	CUSTOM.-.Location	CUSTOM.-.(Castle).-.The Culling at the Barrow-downs		Barrow.			X				4			X is equal to the number of Wights in play. Travel: When you travel to Cairn Stones, all characters in play have =1 Attack until the end of the turn.	Shadow: All Wights gain +1 until the end of the turn.		
CUSTOM.-.Ancient Borrow	CUSTOM.TcatBD	TcatBD07,encounter	3	CUSTOM.-.Location	CUSTOM.-.(Castle).-.The Culling at the Barrow-downs		Barrow.			2				2			While Ancient Barrow is the active location, all Wights gain +1 Defence			
CUSTOM.-.Foggy Hills	CUSTOM.TcatBD	TcatBD08,encounter	2	CUSTOM.-.Location	CUSTOM.-.(Castle).-.The Culling at the Barrow-downs		Plains.			1				1	Surge.		Forced: If Foggy Hills leaves play, remove all progress tokens from all Barrow locations in play.	Shadow: Remove all progress tokens from all Barrow locations in play.		
CUSTOM.-.Cardolan Standing Stones	CUSTOM.TcatBD	TcatBD09,encounter	1	CUSTOM.-.Location	CUSTOM.-.(Castle).-.The Culling at the Barrow-downs		Barrow.			3					Immune to Player Card Effects. Victory 4.		When Revealed: The first player may choose to search the encounter deck for the first Undead enemy he finds and add it to the staging area. If so, place three progress tokens on Cardolan Standing Stones. Response: When the players travel to Cardolan Standing Stones, the first player may choose to search the encounter deck for the first Undead enemy he finds and add it to the staging area. If so, place three progress tokens on Cardolan Standing Stones.			
CUSTOM.-.Fog and Melancholy	CUSTOM.TcatBD	TCatBD10,encounter	2	CUSTOM.-.Treachery	CUSTOM.-.(Castle).-.The Culling at the Barrow-downs												When Revealed: Attach this card to the hero with the highest will. Counts as a Condition attachment with the text: ?Attached hero?s will is reduced to zero.?	Shadow: Resolve the When Revealed effect of this card, attaching it to the defending character (If undefended, attach to the hero will this highest will)		
CUSTOM.-.The Wight's Song	CUSTOM.TcatBD	TcatBD11,encounter	2	CUSTOM.-.Treachery	CUSTOM.-.(Castle).-.The Culling at the Barrow-downs												When Revealed: The player with the highest threat attached this card to one of his heroes. Counts as a Condition attachment with the text: ?Attached hero dose not refresh during refresh phase.?.			
CUSTOM.-.Bitter Cold	CUSTOM.TcatBD	TcatBD12,encounter	3	CUSTOM.-.Treachery	CUSTOM.-.(Castle).-.The Culling at the Barrow-downs												When Revealed: Increase the will of all the Barrow locations and all the Undead enemies in the staging area by one for the remainder of the round.	Shadow: If the attacking enemy is Undead, attach this card to the enemy. While attached, this card gives the enemy +1 Will and +1 Attack.		
CUSTOM.-.Escaping the Great Barrow	CUSTOM.TcatBD	TcatBD13a.png,TCatBD13b.png	1	CUSTOM.-.Quest	CUSTOM.-.(Castle, Tree, Eye).-.The Culling at the Barrow-downs															
CUSTOM.-.Faedthandir	CUSTOM.TcatBD	TcatBD14,encounter	1	CUSTOM.-.Enemy	CUSTOM.-.(Castle).-.The Culling at the Barrow-downs	*	Undead. Wight.	22		6	5	4	6				Players cannot play attachments on Faedthandir. Faedthandir can not attack, engage players, or receive damage, while he has a progress token on him. (He still contributes threat). Forced: Whenever Faedthandir would be destroyed, instead place a progress token on him and move him into the staging area. After one full turn during witch Faedthandir had the progress token on him, remove from him all attachments , damage and progress tokens.			
CUSTOM.-.Song from the Old Forest	CUSTOM.TcatBD	TcatBD15,encounter	1	CUSTOM.-.Objective	CUSTOM.-.(Castle).-.The Culling at the Barrow-downs		Song.										Spend a resource fro many heroes resource pool to place a resource token on this card. Action: Spend three resources from this card to discard any Condition from play.			
CUSTOM.-.Barrow-Blade	CUSTOM.TcatBD	TcatBD16,encounter	4	CUSTOM.-.Objective	CUSTOM.-.(Castle).-.The Culling at the Barrow-downs		Item. Weapon.										When Revealed: Attach one previously set aside Wight Lord card to the Barrow-Blade, guarding it. Action: Claim this objective if it has no encounters attached. Then attach it to one hero you control. Treat as an attachment with the following text: ?Attached hero has a +1 Attack and a +1 Defence when attacking or defending against the undead. 			
CUSTOM.-.Wight Lord	CUSTOM.TcatBD	TcatBD17,encounter	4	CUSTOM.-.Enemy	CUSTOM.-.(Castle).-.The Culling at the Barrow-downs		Undead. Wight.	10		2	4	2	6				Forced: When a character defends against Wight Lord, the defending character uses his will in the place of this defence.			
CUSTOM.-.Anborn	CUSTOM.TcatBD	TcatBD18	1	CUSTOM.-.Hero	CUSTOM.-.Spirit	*	Gondor. Ranger	9		3	2	1	3		Ranged.		Action: Exhaust Anborn to choose a locations. Place two progress tokens on the chosen location.		<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
CUSTOM.-.Erestor	CUSTOM.TcatBD	TcatBD19	1	CUSTOM.-.Hero	CUSTOM.-.Lore	*	Elf. Noldor	8		2	1	2	3				Action: Exhaust Erestor and pay one resource from his resource pool to choose and discard a CONDITION from play.		<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Winged Guardian	HFG	HFG01,token01	3	Ally	Tactics		Creature. Eagle.		2	0	0	4	1		Sentinel. Winged Guardian cannot have restricted attachments	4	Forced: After an attack in which Winged Guardian resolves, pay 1 [tactics] resource or discard Winged Guardian from play.			
The Eagles Are Coming!	HFG	HFG02	3	Event	Tactics				0							5	Action: Search the top 5 cards of your deck for any number of Eagle cards and add them to your hand. Shuffle the other cards back into your deck.			
Dunedain Mark	HFG	HFG03	3	Attachment	Leadership				1							2	Action: Pay 1 resource from attached hero's pool to attach Dundain Mark to another hero.			
Campfire Tales	HFG	HFG04	3	Event	Leadership				1							3	Action: Each player draws 1 card.			
Bilbo Baggins	HFG	HFG05	1	Hero	Lore	*	Hobbit.	9		1	1	2	2			1	The first player draws 1 additional card in the resource phase 		<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Rivendell Minstrel	HFG	HFG06	3	Ally	Lore		Noldor.		3	2	0	0	1			8	Response: After you play Rivendell Minstrel from your hand, search your deck for 1 Song card and add it to your hand. Shuffle your deck			
Strider's Path	HFG	HFG07	3	Event	Lore				1							9	Response: After a location is revealed from the encounter deck, immediately travel to that location without resolving its Travel effect. If another location is currently active, return it to the staging area. 			
Westfold Horse-Breaker	HFG	HFG08	3	Ally	Spirit		Rohan.		2	1	0	1	1			6	Action: Discard Westfold Horse-Breaker to choose and ready a hero 			
Mustering The Rohirrim	HFG	HFG09	3	Event	Spirit				1							7	Action: Search the top 10 cards of your deck for any 1 Rohan ally card and add it to your hand. Then, shuffle the other cards back into your deck.			
Song of Kings	HFG	HFG10	3	Attachment	Neutral											10	Attach to a hero. Attached hero gains a [Leadership] resource icon. 			
Signs of Gollum	HFG	HFG11,encounter	4	Objective	(Gollum) The Hunt for Gollum		Guarded.									14	Response: After the players quest successfully, the players may claim Signs of Gollum if it has no attached encounter. When claimed, attach Signs of Gollum to any hero committed to the quest.(Counts as a Condition attachment with: Forced: After attached hero is damaged or leaves play, return this card to the top of the encounter deck.)			
The Old Ford	HFG	HFG12,encounter	2	Location	(Gollum) The Hunt for Gollum		Riverland.			2				X		15	X is the number of ally cards in play. Shadow: Shadow: Discard from play all allies with a printed cost lower then the number of Riverland locations in play			
The Eaves of Mirkwood	HFG	HFG13,encounter	3	Location	(Gollum) The Hunt for Gollum		Forest.			2				2		16	While The Eaves of Mirkwood is the active location, encounter card effects cannot be cancelled			
River Ninglor	HFG	HFG14,encounter	2	Location	(Gollum) The Hunt for Gollum		Riverland.			2				4		17	While River Ninglor is the active location, remove 1 progress token from it and from the current quest at the end of each round.	Shadow: Remove 1 progress token from the current quest. (2 progress tokens instead if this attack is undefended.)		
The East Bank	HFG	HFG15,encounter	2	Location	(Gollum) The Hunt for Gollum		Riverland.			3				3		18	While The East Bank is the active location, ally cards cost 1 additional matching resource to play from hand.	Shadow: If you do not control at least 1 hero with a Clue card attached, return this enemy to the staging area after its attack resolves.		
The West Bank	HFG	HFG16,encounter	2	Location	(Gollum) The Hunt for Gollum		Riverland.			3				3		19	While the West Bank is the active location, attachment and event cards cost 1 additional matching resource to play from hand. 	Shadow: If you do not control at least 1 hero with a Clue card attached, double this enemy's base [attack] for this attack.		
Goblintown Scavengers	HFG	HFG17,encounter	2	Enemy	(Gollum) The Hunt for Gollum		Goblin. Orc.	12		1	1	0	3			20	When Revealed: Discard the top card of each player's deck. Until the end of the phase, increase Goblintown Scavenger's [threat] by the total printed cost of all the cards discarded in this way.			
Hunters From Mordor	HFG	HFG18,encounter	5	Enemy	(Gollum) The Hunt for Gollum		Mordor.	34		2	2	2	6			21	Hunters From Mordor get +2 [attack] and +2[threat] for each Clue card in play.	Shadow: Deal 1 damage to each hero with a Clue card attached. (3 damage instead if this attack is undefended.		
False Lead	HFG	HFG19,encounter	2	Treachery	(Gollum) The Hunt for Gollum											22	When Revealed: The first player chooses and shuffles a card with the printed Clue back into the encounter deck. If there are no Clue cards in play, False Lead gains surge			
Flooding	HFG	HFG20,encounter	2	Treachery	(Gollum) The Hunt for Gollum		Disaster.								Doomed 1. Surge	23	When Revealed: Remove all progress tokens from all Riverland locations	Shadow: Resolve the when revealed effect of this card.		
Old Wives' Tales	HFG	HFG21,encounter	3	Treachery	(Gollum) The Hunt for Gollum		Gossip.									24	When Revealed: Discard 1 resource from each hero's resource pool that could not discard a resource from its pool. Exhaust any hero that could not discard a resource from its pool.			
The Hunt Begins	HFG	HFG22a.png,HFG22b.png	1	Quest	(Gollum, River,Eye) The Hunt for Gollum									8		11	1A: Setup: Reveal 1 card per player from the encounter deck, and add it to the staging area. 1B: Forced: After the players quest successfully, the first player looks at the top 3 cards of the encounter deck. Reveal and add 1 of those cards to the staging area, and discard the other 2 cards.			
A New Terror Abroad	HFG	HFG23a.png,HFG23b.png	1	Quest	(Gollum, River,Eye) The Hunt for Gollum									10		12	2A: None.  2B Forced: At the beginning of the quest phase, the first player looks at the top 2 cards of the encounter deck. Reveal and add 1 of those cards to the staging area, and discard the other			
On The Trail	HFG	HFG24a.png,HFG24b.png	1	Quest	(Gollum, River,Eye) The Hunt for Gollum									8		13	3A: None.  3B: Any player who does not control a hero with at least 1 Clue objective attached cannot commit characters to this quest. If there are ever no heroes with Clue objectives attached in play, reset the quest deck back to stage 2B. If the players defeat this stage, the players have once again found a true sign of Gullum's passing, and won the game. 			
Beorning Beekeeper	CATC	CATC01	3	Ally	Tactics		Beorning		4	1	2	1	3			28	Action: Discard Beorning Beekeeper from play to deal 1 damage to each enemy in the staging area 			
Born Aloft	CATC	CATC02	3	Attachment	Tactics		Condition		0							29	Attach to an ally. Action: Discard Born Aloft from play to return attached ally to its owner's hand.			
Dunedain Warning	CATC	CATC03	3	Attachment	Leadership		Signal		1							26	Attach to a Hero. Attached hero gains +1 [Def]. Action: Pay 1 resource from attached hero's pool to attach Dunedain Warning to another hero. 			
Second Breakfast	CATC	CATC04	3	Event	Leadership				1							27	Action: Each player returns the topmost attachment card from his discard pile to his hand			
Longbeard Map-Maker	CATC	CATC05	3	Ally	Lore		Dwarf		3	1	1	1	3			32	Action: Spend 1 resource to give Longbeard Map-Maker +1 [WILL] until the end of the phase.			
